title,company,location,avg_salary,description,redirect_url,experience_level,soc_code,job_category,matched_skills
Manufacturing Support Technician (Bioprocess),"Krystal Biotech, Inc.","Moon, PA",,"About Krystal Bio: At Krystal Biotech, we bring together the brightest and most eager minds to relentlessly pursue the discovery, development, manufacturing, and commercialization of genetic medicines to treat diseases with high unmet medical needs.Founded in 2016, Krystal is distinguished in three powerful ways: science and technology using our patented gene therapy platform, innovative manufacturing supported by our commercial scale facilities, and a unique commercialization model that focuses on the patient’s end-to-end experience.Krystal received U.S. FDA approval for the first and only redosable gene therapy treatment, VYJUVEK®, for the treatment of Dystrophic Epidermolysis Bullosa (DEB). Krystal continues to leverage our proprietary platform to rapidly advance a robust pipeline of investigational genetic medicines in respiratory, oncology, dermatology, and ophthalmology.Krystal is headquartered in Pittsburgh, PA, which is home to our two state-of-the-art CGMP manufacturing facilities with teams around the world and satellite offices in Switzerland, Germany, and Japan. We are a company built and run by people who care, are fearless in the face of a challenge, love the work they do, and practice the highest level of scientific integrity. As we grow, we are seeking team members that embody these values.Job Description Summary:Krystal Biotech, Inc is seeking a highly motivated Manufacturing Support Technician to support a new state-of-the-art GMP facility in Moon Township. The Technician will work closely with the manufacturing team to uphold cleanroom standards, follow strict procedures, and contribute to the smooth operation of all manufacturing processes.Primary Responsibilities:Assist in the setup, breakdown, and cleaning of equipment and manufacturing areas before and after production runsCollaborate with manufacturing and quality teams to ensure that facilities are prepared and ready for production activities as per scheduleExecute and maintain strict cleaning and sanitization protocols in compliance with current Good Manufacturing Practices (cGMP) guidelines and Standard Operating Procedures (SOPs)Conduct routine inspections of cleanrooms to identify any cleanliness or contamination issues, promptly reporting and addressing them according to established proceduresFollow and document all procedures, including batch records, cleaning logs, and any other required documentation accurately and in a timely mannerAdhere to safety protocols and guidelines, including proper handling and disposal of hazardous waste materialsSupport the maintenance of process gas levels, calibration of equipment, and preventative maintenance schedulesParticipate in training sessions and meetings to stay updated on the latest industry standards, regulations, and best practicesAssist with movement of materials; work with EHS/Materials Teams for collection and dispensing of biohazardous wasteSupport a standard 40-hour work week with flexibility to support occasional off-shift hours and/or weekendsPerform other tasks, as assignedRequirements and Preferred Qualifications:High school diploma or equivalent is required; additional technical or vocational training in biopharma manufacturing, cleanroom operations, or related fields is a plusIn lieu of direct experience, bachelor’s degrees in applicable fields such as life sciences or engineering will be consideredExperience with sanitization, aseptic technique and/or sterile processes in a regulated setting (GMP, ISO) is highly preferredAbility to follow detailed instructions and maintain accurate documentationExcellent attention to detail, organization skills, and the ability to prioritize and multitask effectively in a fast-paced environmentDemonstrated commitment to safety protocols and adherence to standard operating proceduresExcellent communication and the ability to work well both independently and as part of a teamPhysical stamina and the ability to stand, bend, and lift heavy objects when necessaryFlexibility to work shifts, including evenings, weekends, and holidays as requiredKrystal Biotech, Inc. is an Equal Employment Opportunity and Affirmative Action Employers. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender perception or identity, national origin, age, marital status, protected veteran status, or disability status. Headhunters and recruitment agencies may not submit resumes/CVs through this Web site or directly to managers. Krystal Biotech, Inc. does not accept unsolicited headhunter and agency resumes. Krystal Biotech, Inc. will not pay fees to any third-party agency or company that does not have a signed agreement with Krystal Biotech, Inc.Powered by JazzHRvL3ttW4lak",https://www.linkedin.com/jobs/view/manufacturing-support-technician-bioprocess-at-krystal-biotech-inc-4277298348,Entry level,15-1253,Technical Operations,[]
Manufacturing Engineer,"Eos Energy Enterprises, Inc.","Pittsburgh, PA",,"The Manufacturing Electrical Engineer is accountable for providing technical support for assigned processes and equipment to operations. Ensure that processes and equipment meets expectations for performance and operational requirements. Validates that processes meet operational requirements and goals.ResponsibilitiesBe actively engaged with the manufacturing process and operations teams. Participate in the Daily Tier accountability meetings. Troubleshoot production process/technical problems in real time to deploy countermeasures. Work closely with the shift supervisor/s, other ME, IE, Lean Expert, Design, R&D, facilities/maintenance, and quality team members to gain cross functional feedback.Provide day-to-day technical floor support as an SME (Subject Matter Expert). Investigate and resolve issues which arise during the manufacturing while maintaining or exceeding safety, quality, productivity, and cost goals. Utilize various RCA (Root Cause Analysis) tools to correct the problems and prevent it from re-occurring. Analyze data to improve process capability, reduce process variation, and optimize process performance.Develop processes to improve the throughput using lean manufacturing methodologies. Lead continuous improvement projects in assigned process areas to reduce waste/scrap and cycle times.Design and construct tooling/fixtures for processes or modify existing production equipment as needed. Identify and develop relationship with external suppliers (tool and die shops) to upgrade tooling and fixtures.Design and Implement Electrical Systems adhering to engineering codes and certification requirements such as UL. Must be able to read the Engineering Drawings, PID, Circuit Diagrams etc. Develop Standardized Wiring Schematics and Test Methods for the manufactured electrical panels and sub-assemblies.Able to design electrical circuit boards, including testing. Assess the current and new electrical systems. Working with high and low voltage distribution systems. Experienced in the hazard and safety protocols of high voltage equipment and other aspects of working with large-scale battery system. Select and integrate off-the-shelf component and equipment. Able to confirm system's and components' capabilities by designing test methods and procedures. Understanding of the hardware and physical system being controlled is necessary.Support project implementation by reviewing installation plans, coordinating start-ups, documenting changes, updating procedures, and training operators. Maintain project documentation and assist in creating Operation ManualsAssist in product design, material selections, and tooling reviews. Capability to select and integrate off-the-shelf component and equipment. Ownership of the Process Failure Modes and Effects Analysis (PFMEA) for assigned processes.Develop standardized Work Instructions and/or procedures for the assigned areas. Lead train the trainer sessions for assigned areas. Ensures production team knows about the proper operation of equipment through training, standard work, verification and process audits.Provide direction and coordinate efforts and responsibilities for interns and co-ops to best suit the needs of the business.Must be able to multitask and handle shifting priorities on short notices. Quality Support: Provides support during the customer or regulatory audits, Support ISO Re-implementation related activities, participate in the Change Management initiatives as needed.Other duties, responsibilities and activities as assigned at any time with or without notice.Knowledge, Skills, and AbilitiesStrong communication and documentation skills.Statistical capability analysis skills.Proactive problem solver.Direct experience working in a manufacturing environment is required.Time management, organizational and multi-tasking skills necessary to work in a fast-paced environment, handling various tasks and changing priorities.High attention to detail and accuracy to achieve daily assignments and goals.Ability to analyze, review, and make recommendations.Strong verbal and written communication skills.Ability to make engineering judgment decisions.Elicits cooperation and influences others to drive business strategies, goals, and objectives.Demonstrated hands on problem solving utilizing good engineering principles.Knowledge of Six Sigma and Lean Manufacturing techniques.Experience with CAD software (AutoCAD, SOLIDWORKS, Creo, etc.)Education and ExperienceBachelor's degree in electrical engineering, engineering discipline, or related experience required.Minimum of 5 years' experience.TravelLocal TravelOvernight/North America: Less than 10%Working ConditionsOffice Environment - Must be able to remain in a stationary position 50% of the time and occasionally move about inside the office to access file cabinets, office machinery, etc. Required to have close visual acuity to perform an activity such as: preparing and analyzing data and figures; transcribing; viewing a computer terminal; extensive reading. May be required to exert up to 25 pounds of force occasionally to lift, carry, push, pull or otherwise move objects, including the human body.Factory - The worker may be subject to hazards. Includes a variety of physical conditions, such as proximity to moving mechanical parts, vibration, moving vehicles, electrical current, exposure to temperature changes or exposure to chemicals. While performing the duties of this job, the employee may be exposed to fumes, airborne particles, odors, dust, mists, and gases. The noise level in the work environment can be loud. Required to have close visual acuity to perform an activity such as: preparing and analyzing data and figures; transcribing; viewing a computer terminal; extensive reading; visual inspection involving small defects, small parts, and/or operation of machines (including inspection); using measurement devices; and/or assembly or fabrication parts at distances close to the eyes. Machinery operation requires the use of safety equipment to include but not limited to eye safety glasses, hearing protectors, work boots, and lab coats. May be required to exert up to 50 pounds of force occasionally to lift, carry, push, pull or otherwise move objects, including the human body.",https://www.linkedin.com/jobs/view/manufacturing-engineer-at-eos-energy-enterprises-inc-4309634771,Mid-Senior level,15-1253,Technical Operations,['r']
"Corporate Trainer, Operations (Pittsburgh)",BlinkRx,"Pittsburgh, PA",,"Company Overview:Blink Health is the fastest growing healthcare technology company that builds products to make prescriptions accessible and affordable to everybody.  Our two primary products – BlinkRx and Quick Save – remove traditional roadblocks within the current prescription supply chain, resulting in better access to critical medications and improved health outcomes for patients. BlinkRx is the world’s first pharma-to-patient cloud that offers a digital concierge service for patients who are prescribed branded medications. Patients benefit from transparent low prices, free home delivery, and world-class support on this first-of-its-kind centralized platform. With BlinkRx, never again will a patient show up at the pharmacy only to discover that they can’t afford their medication, their doctor needs to fill out a form for them, or the pharmacy doesn’t have the medication in stock. We are a highly collaborative team of builders and operators who invent new ways of working in an industry that historically has resisted innovation. Join us! Corporate Trainer, OperationsBlink Health is a healthcare technology company on a mission to make prescription drugs more accessible and affordable for everyone. We are scaling up in a highly complex vertical to change the way Americans access the prescription drugs they need.  Our proprietary platform and supply chain allow us to offer everyone — whether they have insurance or not — amazingly inexpensive prices on over 15,000 medications. With the addition of telemedicine and home delivery for prescriptions, Blink is providing a life-changing experience for people all over the country and fixing how opaque, unfair, and overpriced healthcare has become. We are a highly collaborative team of builders and operators who invent new ways of working in an industry that historically has resisted innovation. Join us! Our Patient Services team is at the forefront of the company mission to bring not only affordable prices, but to also deliver the best possible experience for all of our customers. We are a large team of customer service personnel who provide frontline support and manage the operations of our growing customer service and pharmacy teams. We are responsible to ensure that we scale efficient customer and pharmacy services while delivering excellent customer satisfaction scores. What You’ll Do: Deliver comprehensive instructor led training programs, including onboarding, technical skills training, and soft skills development both in-person and virtuallyEnsure that all Operations teams are trained and have the resources to excel and delight our patients, prescribers, and partners.Maintain training records and prepare reports on training activities and outcomesEnsure curriculum is properly aligned and assigned in the learning management system (LMS). Conduct quality assurance checks on content. Monitor and evaluate the effectiveness of training programs, providing feedback to leadership and design, and/or making necessary adjustments to live facilitationCirculate content updates in a digestible and impactful manner, in collaboration with management and teamPartner closely with all training peers and stakeholders across Operations to ensure alignment, brainstorm ideas, and foster collaborationRemain knowledgeable about our product offerings to ensure you are a constant resourceStay updated with the latest training techniques, tools, and best practices to ensure high-quality deliveryWhat You’ll Need: Proven experience of minimum 2 years as a Trainer, Training Facilitator, or similar role in a contact center, hub pharmacy, or similar environmentMinimum 3 years of experience in a contact center or hub pharmacy environment as an agent or technician is a plusProactive work ethic, constantly pushing themselves to learn Strong delivery skillsComfortable multitaskingComfortable working in ambiguous, fast paced environments Ability to build low complexity training activities, develop protocols, and edit contentInterest in Learning & DevelopmentTechnical aptitude and ability to learn complex new toolsStrong feedback and coaching skills, strongly preferredKnowledge of the healthcare or pharmaceutical industry is a plusLocated in Pittsburgh, Pennsylvania Why Join Us:It is rare to have a company that both deeply impacts its customers and is able to provide its services across a massive population.  At Blink, we have a huge impact on people when they are most vulnerable: at the intersection of their healthcare and finances. We are also the fastest growing healthcare company in the country and are driving that impact across millions of new patients every year.  Our business model not only helps people, but drives economics that allow us to build a generational company. We are a relentlessly learning, constantly curious, and aggressively collaborative cross-functional team dedicated to inventing new ways to improve the lives of our customers.We are an equal opportunity employer and value diversity of all kinds. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.",https://www.linkedin.com/jobs/view/corporate-trainer-operations-pittsburgh-at-blinkrx-4263396286,Mid-Senior level,15-1253,Technical Operations,['excel']
Business Data Analyst,Tezo,"Pittsburgh, PA",,"Job Title: Data Business AnalystLocation : Pittsburgh, Pennsylvania, United StatesDomain: Banking DomainTezo is a new generation Digital & AI solutions provider, with a history of creating remarkable outcomes for our customers. We bring exceptional experiences using cutting-edge analytics, data proficiency, technology, and digital excellence.We’re seeking a Technical Business Analyst with a strong background in data analytics to join our growing team. The ideal candidate will possess both business acumen and technical proficiency, with hands-on experience as a Data Analyst Key Responsibilities:Collaborate with stakeholders across departments to gather, analyze, and document business and technical requirements.Translate business needs into detailed functional and technical specifications for developers and data teams.Perform data analysis to support business decisions, identify trends, and validate assumptions.Develop and maintain dashboards, reports, and visualizations using tools such as Power BI, Tableau, or similar.Partner with engineering and product teams to ensure alignment on data integration and reporting capabilities.Participate in sprint planning, backlog grooming, and user story creation in Agile environments.Conduct impact analysis and assist in UAT, quality assurance, and solution delivery.Identify and drive process improvements through data and technology.Required Qualifications:5–12 years of experience in a Business Analyst, Technical Business Analyst, or Data Analyst role.Strong hands-on experience with SQL and data manipulation across large datasets.Proven ability to turn data insights into actionable business strategies.Experience with BI tools (e.g., Power BI, Tableau, Looker).Solid understanding of relational databases, data modeling, and ETL processes.Strong analytical, problem-solving, and communication skills.Familiarity with Agile/Scrum methodologies and tools like JIRA or Confluence.Ability to communicate effectively with both technical and non-technical stakeholders.Preferred Qualifications:Experience working with cloud platforms like AWS, GCP, or Azure.Background in product analytics, customer insights, or operations analytics.Knowledge of Python or R for data analysis (a plus, not mandatory).Experience in API integrations, data warehousing, or reporting automation.",https://www.linkedin.com/jobs/view/business-data-analyst-at-tezo-4305318900,Mid-Senior level,15-1253,Technical Operations,"['agile', 'aws', 'azure', 'power bi', 'python', 'r', 'scrum', 'sql', 'tableau']"
"Dir, Business Transformation- North",Quest Diagnostics,"Pittsburgh, PA",,"Job DescriptionBased in Pittsburg, PA the Director of Business Transformation- North will be a key member of the regional Business Transformation team. They will drive end-to-end analysis of Business Operations and performance and identify opportunities for profitable growth through system thinking and Continuous Improvement. The role requires strong operational and financial acumen, with the ability to lead cross-functional collaboration and transformation. They will lead and build a team to oversee business analytics, transformation projects, Lean implementation, and establish effective operating cadences.The ideal candidate will have significant experience driving Lean tools and methodologies while fostering a culture of Continuous Improvement. As a proven shop floor leader, they will be hands-on in Lean deployment activities including the introduction of foundational Lean tools (5S, Standard Work, TPI, Value Stream Mapping, and Problem Solving). They will balance the strategical elements of the Lean Business System with tactical deployment.ResponsibilitiesDriving and owning Lean transformation, adoption, and training throughout the North region to build localized self-sufficiency and sustainabilityDriving development of continuous improvement, process management, and value stream thinking through facilitating cross-functional discussions, targeted workshops, and Kaizen events to achieve strategic and operational objectivesLeading cultural shift from dashboards and analytics towards actions and resultsDriving and owning strategic business transformation projects and operational execution that results in large-scale improvements across multiple functions in the businessAligning corporate strategy with site-based goals, needs, and improvement priorities; partnering in Hoshin and breakthrough planningLeading and influencing at the senior leadership level without direct authority in driving changeCapturing, quantifying, and reapplying best-in-class practices between laboratories, businesses, and regionsActing as a change agent to guide the regional team toward successLeading, coaching, and guiding a regional team of CI specialists; facilitating their development and career planningDeveloping training materials and effectively delivering in a team environmentCollaborating with functional and site leaders as a thought leader to create future state improvement roadmaps with clear executable plans that are in line with the business strategies and improvement needsContributing toward building a grassroots culture of continuous improvement, use of big data analytics techniques, system thinking, and cross-functional collaborationDocumenting best practices and sharing improvements to leverage results across the business QualificationsBachelor’s Degree in Business or technical field; Masters Degree beneficialMinimum 10 years of relevant work experience across Continuous Improvement and Operations within a manufacturing or industrial environmentPrior experience leading a team of direct reports in a Lean or Operations Management roleProven experience utilizing and deploying Lean tools including Hoshin, Strategy Deployment, Value Stream Mapping, KPI development, Transactional Process Improvement, 6S, Standard Work, FMEA, Problem Solving, Kanban, Visual Daily Management, 80/20, etc.Experience working in an organization with a mature and rigorous Lean Business SystemPrevious experience designing and deploying Lean and Kaizen cultureDemonstrated experience leading large, complex, cross-functional change initiatives across manufacturing operationsAbility to foster leadership alignment and influence across all levels of the organizationPoise and leadership presence when facilitating discussions and leading workshopsExperience managing geographically dispersed teams preferredAdvanced data analysis skills; financial and business acumenEffective written and verbal communication skills across multiple formatsAbility to handle multiple projects simultaneouslyExcellent written and verbal skills, results oriented, and collaborativeAbout The TeamQuest Diagnostics honors our service members and encourages veterans to apply.While we appreciate and value our staffing partners, we do not accept unsolicited resumes from agencies. Quest will not be responsible for paying agency fees for any individual as to whom an agency has sent an unsolicited resume.Equal Opportunity Employer: Race/Color/Sex/Sexual Orientation/Gender Identity/Religion/National Origin/Disability/Vets or any other legally protected status.",https://www.linkedin.com/jobs/view/dir-business-transformation-north-at-quest-diagnostics-4288588132,Director,15-1253,Technical Operations,['big data']
Plant Manager,Glen-Gery,"Cheswick, PA",,"Glen-Gery Corporation is a wholly owned subsidiary of Brickworks Limited. Brickworks Limited (“The Group”) is a large Australian-listed group of companies. The Group has been in operation since the early 1900s, has a market capitalization exceeding $2.5 billion, and operates across 3 core business segments: Building Products, Land & Development, and Investments. The Group employs more than 2,000 FTE employees and operates nationally across Australia, recently acquiring Glen-Gery Corporation to add operations in the USA.Founded in 1890, Glen-Gery Corporation is one of the nation’s largest brick manufacturers and operates eight brick manufacturing facilities. Glen-Gery products are sold nationally through a network of over 500 distributors as well as in Canada. Since entering the USA in 2018, Brickworks have acquired Sioux City Brick, Redland Brick and the distribution business of Southfield Corporation in Illinois and Indiana (Illinois Brick, Indiana Brick). The combined North American business now has more than 900 employees, operates across 40 locations, including 8 brick plants, 26 masonry supply/retail locations and 3 design studios.We’ are currently seeking a plant manager to oversee the production, maintenance, and quality assurance functions of one of our largest specialized plants. This professional multitasker will coordinate the plant’s manufacturing processes to ensure compliance with company objectives, quality systems, and customer expectations.The ideal candidate will be exceptionally detail oriented and able to lead a team, serving as liaison between plant workers and upper management. This person must be dedicated to achieving operational excellence through the implementation of the appropriate manufacturing practices and have a genuine interest in helping the company succeed.Coordinates With:Vice President Production, Regional Production Manager, Corporate Accounting, Corporate Office Managers, Sales Managers, Distribution Manager, Supervisors, Plant Office Staff and various outside consultants as required.Function:The primary responsibility of this position is to oversee, manage and continuously improve the operations of brick manufacturing and distribution for the facility to increase the competitiveness of the Company. To improve the plant performance and the production processes with the implementation of proven plant management methodologies and to minimize manufacturing cost variances to guarantee the profitability of the plant.Key duties include ensuring the development and implementation of the Operational Management system that include Plant Daily Fundamentals: Safety, Quality, Productivity, Housekeeping, adherence to production plan, Preventive Maintenance and cost management initiatives. In addition, this role will be responsible for the development of the team, building strong relationships with support areas, satisfying customers, communicating, knowing, controlling and improving the cost performance, and to support and participate on the strategic investments and projects of the Company to support the Strategy as well as growing the business. The role as Plant manager is a hands-on position requires a working knowledge of electrical/mechanical equipment and ceramic production processes.Duties and Responsibilities:To promote a culture of Safety and environmental responsibility in the Location and among the production team.Plan and coordinate all manufacturing resources to deliver the expected financial results.Ensure that production line schedules are in accordance with facility capabilities, customer requirements, and financial planning.Manage materials replenishment, quality standards, and performance metrics in support of organizational goals and objectives.Manage cost structures for manufacturing by keeping operational expenses within budget allowance and investigate and implement cost-reduction measures.Create documentation protocols and ensure that all records of operations are properly maintained and reviewed to optimize the performance of the operation and increase the knowledge equity of the Company and promote the sharing and extension of the best production practices.Establishes, maintain and implement metrics that guide in the reduction of costs, improve efficiencies, quality, adherence to production schedules, and drive improvements on KPI such us Quality, Labor productivity, Downtime reduction, and inventory accuracy.Responsible for ensuring the implementation of the Plant Daily Fundamentals: Safety; Quality; Productivity; Housekeeping; Preventive Maintenance, People development and promoting an adequate organizational climate through open permanent communication with the Plant team.Hold daily meetings with all plant supervisors to ensure efficient operations, ensure the implementation of the Operational plan and enhance communications within the team.Manage capital resources, and direct capital expenditure programs in conjunction with the Business Daily FundamentalsCoordinate plant policy with corporate policy to develop and implement programs and policies to be followed by all plant employees.Hire, train, develop and motivate the best possible talent for the business, including hourly, Supervisory and Administrative Staff. Coaches and develops staff to ensure employee goals across all levels of the Organization to ensure that those are aligned with the Company’s objectives and Strategy.Manage and supervise a wide range of jobs with crews working at different locations throughout the Plant.Review performance reports with supervisory staff; identify variances from Plant Budget and institute corrective action when necessary.Cooperate with Safety Manager to develop a safety conscious climate and culture on the part of all personnel by encouraging good housekeeping and following all safety policies.In the case of Union Facility, participate in negotiating Union Agreements and handling of any grievances arising from actions considered to be contrary to such agreement.Coordinate with the Distribution Manager and Sales Manager on available products and customer complaints and develop production schedules which satisfy customer requirements regarding optimum plant operation efficiency.Advise VP of Production and/or Regional Production Manager of production status, problems and opportunities for improvement and prepare monthly reports as appropriateResponsible to keep the plant OSHA, MSHA, EPA, and DER compliant Keep informed of all Government Rules and Regulations and how they apply to the Brick IndustryKeep informed of new procedures that may be pertinent to reducing operating costs and to the natural gas market and purchase prices.Responsible for management of raw materials, production, quality control, and all inventoried productsDirect all mining manufacturing storage and shipping activities from the quarries.Actively participate in local civic affairs and business organizations to convey the Company’s interest in community betterment.Prepare Capital projects for submission to Regional Production Manager and Vice President of Production as required.Knowledge, Skills & Abilities:Good oral and written communication skills as well as interpersonal skills such as analyzing and problem solving skillsAbility to recommend and manage capital projectsComputer skills, i.e. Microsoft Word and Microsoft Excel and Powerpoint.Ability to work with and through Plant maintenance with outside contractors, and production personnel at all levels to achieve corporate goals.Ability to manage, coach, train and motivate personnel at all levels.A desire to develop and work in a team environment on all plant related issues Educational and Experience Requirements:College or Technical Degree and 10 years of experience in operations management, business, engineering from maintenance to quarrying with a high level of technical/production engineering skills. Engineering degrees are preferred with a preference for ceramic or materials engineering or strong experience in heavy clay, whitewares or tile.Proven Leadership skills and demonstrated understanding and application of Lean manufacturing principles or of equivalent methodologies.General knowledge of all maintenance fields: mechanical, electrical, burning, welding, hydraulics, pneumatics, as well as electronic pumping, compressed air, and vacuum systems.Training and/or experience in: budgeting, quality assurance, cost management, drying and firing instrumentation, fuel consumption control, computerized equipment installation and troubleshooting equipment.Training and/or experience in OSHA, MSHA, EPA, and DER compliance.Office suite proficiency (Word, Excel, Powerpoint)This job description is not intended to be all inclusive, and as such the employee will also be required to perform other reasonably related business duties as may be assigned by the immediate supervisor and/or other management personnel.",https://www.linkedin.com/jobs/view/plant-manager-at-glen-gery-4254385326,Mid-Senior level,15-1253,Technical Operations,['excel']
Data Center Operations Technician ( Second Shift ),Teraswitch Inc.,"Pittsburgh, PA",,"Who We AreTeraswitch is on a mission to provide the highest performance, lowest latency bare metal servers in the world. With 20 datacenter locations around the world, Teraswitch has served thousands of customers across 185 countries with our solutions. Founded by Brendan Mannella, Teraswitch is one of the largest privately-held infrastructure companies in the world. This is for second shift only Evening: 4 PM – 12 AM ****What To ExpectInstalling and performing on-going maintenance on servers and network equipment. Including rack & stack of servers and switches, cabling, and physical configuration of devices. Responding to reported server, network, and infrastructure issues. Work with facility staff to ensure that power, cooling, and all other facility provided services are working properly; coordinate any maintenance, and ensure that any outages are addressed and escalated accordingly. Running hardware diagnostics and replacing failing parts in a timely manner. Work with vendor warranty technicians to ensure that any warranty issues are resolved promptly and properly. Proactively identify issues and areas to approve efficiency and develop plans to resolve. Setup, maintain, and document spare parts inventory. Collaborating with software and network engineering teams on cybersecurity and network efficiency. Upgrading internal system components, including CPUs, memory, hard drives, and network cables. Maintaining detailed documentation of infrastructure, work, and physical parts inventory. Escalating issues as needed to ensure prompt resolutionAbility to write MOPs for remote datacenter technicians to perform the above duties at remote POPs. Our New Team Member Will Need5+ years experience working in a datacenter as a technician or similar role installing, configuring, and troubleshooting server and network equipment. Ability to work independently to manage projects within the facilityFirm understanding of servers, network equipment, and datacenter facility services like power, cooling, and cross connections to service providers. Experience with troubleshooting, building, repairing, and upgrading serversStrong organizational skillsSuperb communication skillsCompensation And BenefitsAlong with competitive pay, as a full-time Teraswitch employee, you are eligible for the following benefits at day one of hire:Health, Dental and Vision Insurance401k with company profit sharingFlex PTO and 11 Company Paid HolidaysCompensation Range: $50K - $75K",https://www.linkedin.com/jobs/view/data-center-operations-technician-second-shift-at-teraswitch-inc-4292067915,Entry level,15-1253,Technical Operations,[]
Data Center Operations Technician ( Third Shift ),Teraswitch Inc.,"Pittsburgh, PA",,"Who We AreTeraswitch is on a mission to provide the highest performance, lowest latency bare metal servers in the world. With 20 datacenter locations around the world, Teraswitch has served thousands of customers across 185 countries with our solutions. Founded by Brendan Mannella, Teraswitch is one of the largest privately-held infrastructure companies in the world. This is for third shift only Night: 12 AM – 8 AM ****What To ExpectInstalling and performing on-going maintenance on servers and network equipment. Including rack & stack of servers and switches, cabling, and physical configuration of devices. Responding to reported server, network, and infrastructure issues. Work with facility staff to ensure that power, cooling, and all other facility provided services are working properly; coordinate any maintenance, and ensure that any outages are addressed and escalated accordingly. Running hardware diagnostics and replacing failing parts in a timely manner. Work with vendor warranty technicians to ensure that any warranty issues are resolved promptly and properly. Proactively identify issues and areas to approve efficiency and develop plans to resolve. Setup, maintain, and document spare parts inventory. Collaborating with software and network engineering teams on cybersecurity and network efficiency. Upgrading internal system components, including CPUs, memory, hard drives, and network cables. Maintaining detailed documentation of infrastructure, work, and physical parts inventory. Escalating issues as needed to ensure prompt resolutionAbility to write MOPs for remote datacenter technicians to perform the above duties at remote POPs. Our New Team Member Will Need5+ years experience working in a datacenter as a technician or similar role installing, configuring, and troubleshooting server and network equipment. Ability to work independently to manage projects within the facilityFirm understanding of servers, network equipment, and datacenter facility services like power, cooling, and cross connections to service providers. Experience with troubleshooting, building, repairing, and upgrading serversStrong organizational skillsSuperb communication skillsCompensation And BenefitsAlong with competitive pay, as a full-time Teraswitch employee, you are eligible for the following benefits at day one of hire:Health, Dental and Vision Insurance401k with company profit sharingFlex PTO and 11 Company Paid HolidaysCompensation Range: $50K - $75K",,Entry level,15-1253,Technical Operations,[]
IT Help Desk Associate,Waldron Private Wealth,"Bridgeville, PA",,"Waldron Private Wealth (Waldron) is looking for an IT Help Desk Associate to provide technical and facilities support to all members at Waldron so they may perform their job at the highest level possible.In this role you will:Provide frontline technical support by serving as the primary point of contact for employeeTroubleshoot and resolve routine technical issues related to hardware, software, and networkingIdentify, investigate, research, and provide solutions to user questions, problems or emergency requests in a timely fashionCoordinate with other technical, professional or service personnel depending on the repair, training, service or software issueProcure, set up, and install computer hardware and peripheral workstation equipment for all employeesWork with IT vendors internally to keep an accurate inventory record for all IT assets, including hardware, software licenses, and their allocation to usersServe as the primary liaison with the IT consulting firm, coordinating to ensure all advanced technical issues are efficiently resolvedResponsible for the installation and monitoring of network cabling, switches, etcActively participate in the technology committee, assisting with the selection and implementation of new systems across the firmManagement in developing and evaluating plans for vendor-carried-out projects. Coordinate and monitor the performance of vendorsEnsure smooth operations by facilitating coordination with outside vendors for services such as printing and shreddingCollaborate with team members across all departments, especially within Operations, to identify and implement improvements to general internal workflowsAssist the Strategist - Salesforce & Security with essential administration tasks across SharePoint, Salesforce, and cybersecurity, including site and template management, user permissions, workflow configuration, documentation maintenance, and initial security alert reviews, ensuring data integrity, compliance, and operational efficiencyRequirements:Associate’s Degree in IT or other related field required. Bachelor’s degree preferredTwo (2) years of desktop support experience preferred or, in lieu of experience, a bachelor’s degree in IT or other related field requiredSummary:Waldron is a boutique wealth management firm that advises a select group of multigenerational families, business owners and corporate executives. We are dedicated to providing our clients with comprehensive financial planning and independent, goal-based investment management. Waldron has been consistently ranked as a top financial advisor by industry leading publications including Barron’s, Forbes, and the Financial Times.At Waldron we offer our employees:Comprehensive medical benefitsDental and Vision coverageLife InsuranceShort and Long Term Disability401(k) Profit SharingPowered by JazzHRyycL9h0CJz",https://www.linkedin.com/jobs/view/it-help-desk-associate-at-waldron-private-wealth-4312756967,Entry level,15-1253,Technical Operations,[]
